Common name,Sci name,Other common names,Other sci name,Order,Family,Countries,In US?,Big enough?,Use for iSDM,GBIF records 31-May-23,iNat records 31-May-23,Cam sites,Cam records,GBIF notes,iNat notes,Cam notes,Max confusion score?,Overlapping with confused spec?,Assigned to undergrads?
Moose,Alces alces,Elk|Eurasian Elk|Caucasian Moose,Alces americanus,ARTIODACTYLA,CERVIDAE,Germany|Czech Republic|Slovakia|Belarus|Croatia|Hungary|Moldova|Romania|Poland|Ukraine|Norway|Sweden|Finland|Estonia|Latvia|Lithuania|Russia|Kazakhstan|Mongolia|China|Alaska|Canada|United States,Yes,Yes,Yes,845,15391,,,"Also lists ""Alces americanus"" but I replaced in R with ""Alces alces""",,,1,NA,TRUE
Pronghorn,Antilocapra americana,Prongbuck|Antelope|Sonoran Pronghorn,,ARTIODACTYLA,ANTILOCAPRIDAE,Canada|United States|Mexico,Yes,Yes,Yes,495,8700,,1105,,,,1,NA,TRUE
Muskox,Ovibos moschatus,,,ARTIODACTYLA,BOVIDAE,Alaska|Canada|Greenland,No,Yes,,41,386,,,,,,1,NA,TRUE
Thinhorn Sheep,Ovis dalli,Alaskan White Sheep|Dall's Sheep|Stone's Sheep|Fannin's Sheep,,ARTIODACTYLA,BOVIDAE,Alaska|Canada,No,Yes,,196,733,0,0,,,,2,NA,TRUE
Wapiti,Cervus canadensis,Elk|Alashan Wapiti (Elk)|Izubra|Manchurian Wapiti (Elk)|Merriam's Wapiti (Elk)|Tule Elk|Sichuan Shou|Macneill's Red Deer|Tibetan Shou|Rocky Mountain Wapiti (Elk)|Roosevelt's Wapiti (Elk)|Altai Wapiti (Elk),Cervus elaphus,ARTIODACTYLA,CERVIDAE,Kazakhstan|Kyrgyzstan|Russia|Mongolia|China|Bhutan|Canada|United States,Yes,Yes,Yes,912,19464,,,"Listed as ""Cervus elaphus""","Lists ""Cervus elaphus"" but they are in Texas (so not Elk)","Listed as both ""Cervus elaphus"" and ""Cervus canadensis""",1,NA,TRUE
Collared Peccary,Dicotyles tajacu,Javelina,Pecari tajacu,ARTIODACTYLA,TAYASSUIDAE,United States|Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Bolivia|Brazil|Paraguay|Argentina,Yes,Yes,Yes,600,6301,,,"Listed as ""Pecari tajacu""","Listed as ""Pecari tajacu""","Listed as ""Pecari tajacu""",2,NA,TRUE
Mexican Red Brocket,Mazama temama,Central American Red Brocket,,ARTIODACTYLA,CERVIDAE,Mexico|Belize|Honduras|Guatemala|El Salvador|Nicaragua|Costa Rica|Panama|Colombia,No,Yes,,2,188,,,,,,NA,TRUE,TRUE
Mule Deer,Odocoileus hemionus,Black-tailed Deer,,ARTIODACTYLA,CERVIDAE,Alaska|Canada|United States|Mexico,Yes,Yes,Yes,2083,69141,,,,,,2,NA,TRUE
Yucatan Brown Brocket,Odocoileus pandora,,,ARTIODACTYLA,CERVIDAE,Mexico|Guatemala?|Belize?,No,Yes,,13,32,,,"Listed as ""Mazama pandora""",,,NA,NA,TRUE
White-tailed Deer,Odocoileus virginianus,Florida Key Deer,,ARTIODACTYLA,CERVIDAE,Canada|United States|Mexico|Guatemala|Belize|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Brazil|Ecuador|Peru,Yes,Yes,Yes,4716,135326,,,No records in Canada for some reason,,,2,NA,TRUE
Rocky Mountain Goat,Oreamnos americanus,Mountain Goat|Snow Goat|White Goat,,ARTIODACTYLA,BOVIDAE,Alaska|Canada|United States,Yes,Yes,Yes,770,3323,0,0,,,,1,NA,TRUE
Bighorn Sheep,Ovis canadensis,"Mountain Sheep|Audubon Bighorn|California Bighorn|Desert Bighorn Sheep|Rocky Mountain Bighorn Sheep|Nelson's Bighorn Sheep|Mexican, Peninsular Bighorn Sheep|Weems's Bighorn Sheep|Sierra Nevada Bighorn Sheep",,ARTIODACTYLA,BOVIDAE,Canada|United States|Mexico,Yes,Yes,Yes,770,12114,0,0,,,,2,NA,TRUE
Caribou,Rangifer tarandus,Reindeer,,ARTIODACTYLA,CERVIDAE,Norway|Finland|Russia|Mongolia|Alaska|Canada|Greenland|United States,Yes,Yes,Yes,1656,1748,0,0,,,,1,NA,TRUE
White-lipped Peccary,Tayassu pecari,,,ARTIODACTYLA,TAYASSUIDAE,Mexico|Belize|Guatemala|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina,No,Yes,,53,72,,,,,,NA,TRUE,TRUE
Wild boar,Sus scrofa,Wild pig | Feral pig | wild swine,,ARTIODACTYLA,SUIDAE,Canada|United States|Mexico,Yes,Yes,Yes,139,5488,,,,,,2,NA,TRUE
Ringtail,Bassariscus astutus,,,CARNIVORA,PROCYONIDAE,United States|Mexico,Yes,Yes,Yes,743,2847,,,,,,1,NA,TRUE
Striped Hog-nosed Skunk,Conepatus semistriatus,,,CARNIVORA,MEPHITIDAE,Mexico|Guatemala|Belize|Honduras|Nicaragua|Costa Rica|Panama|Venezuela|Colombia|Ecuador|Peru,No,Yes,,15,113,,,,,,NA,TRUE,TRUE
Coyote,Canis latrans,Brush Wolf|Prairie Wolf,,CARNIVORA,CANIDAE,Alaska|Canada|United States|Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama,Yes,Yes,Yes,5333,44716,,,,,,3,TRUE,TRUE
Gray Wolf,Canis lupus,Wolf|Timber Wolf|Tundra Wolf|Arctic Wolf,,CARNIVORA,CANIDAE,Portugal|Spain|France|Luxembourg|Belgium|Netherlands|Germany|Denmark|Switzerland|Liechtenstein|Italy|Austria|Czech Republic|Poland|Slovakia|Hungary|Slovenia|Croatia|Bosnia & Herzegovina|Serbia|Kosovo|Montenegro|Albania|North Macedonia|Greece|Bulgaria|Romania|Moldova|Ukraine|Belarus|Lithuania|Latvia|Estonia|Norway|Sweden|Finland|Russia|Georgia|Armenia|Azerbaijan|Turkey|Syria|Lebanon|Israel|Palestine|Jordan|Saudi Arabia|Qatar|United Arab Emirates|Oman|Yemen|Kuwait|Iraq|Iran|Turkmenistan|Uzbekistan|Kazakhstan|Kyrgyzstan|Tajikistan|Afghanistan|Pakistan|India|Nepal|Bhutan|Bangladesh?|Myanmar|China|Mongolia|North Korea|South Korea|Alaska|Canada|Greenland|United States|Mexico,Yes,Yes,Yes,5880,1625,,,,,,3,FALSE,TRUE
Southern Spotted Skunk,Spilogale angustifrons,,,CARNIVORA,MEPHITIDAE,Mexico|Guatemala|Belize|El Salvador|Honduras|Nicaragua|Costa Rica,No,Yes,,9,219,,,,,,NA,TRUE,TRUE
Eastern Wolf,Canis lycaon,Algonquin Wolf|Eastern Timber Wolf|Great Lakes Wolf,,CARNIVORA,CANIDAE,Canada|United States,Yes,Yes,Yes,0,244,,,,,,NA,NA,TRUE
Red Wolf,Canis rufus,,,CARNIVORA,CANIDAE,United States,Yes,Yes,Yes,0,34,,,,,,3,TRUE,TRUE
American Hog-nosed Skunk,Conepatus leuconotus,,,CARNIVORA,MEPHITIDAE,United States|Mexico|Guatemala|Honduras|El Salvador|Nicaragua,Yes,Yes,Yes,497,739,,,,,,2,NA,TRUE
Wolverine,Gulo gulo,Glutton|Skunk Bear,,CARNIVORA,MUSTELIDAE,United States|Canada|Alaska|Russia|China|Mongolia|Finland|Sweden|Norway|Estonia,Yes,Yes,Yes,2731,120,,,,,,1,NA,TRUE
Pygmy Spotted Skunk,Spilogale pygmaea,,,CARNIVORA,MEPHITIDAE,Mexico,No,Yes,,23,28,,,,,,NA,TRUE,TRUE
YucatÃ¡n Spotted Skunk,Spilogale yucatanensis,,,CARNIVORA,MEPHITIDAE,Mexico|Belize?|Guatemala?,No,Yes,,0,0,,,,,,NA,NA,TRUE
Tayra,Eira barbara,,,CARNIVORA,MUSTELIDAE,Mexico|Belize|Honduras|Guatemala|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina,No,Yes,,38,322,,,,,,NA,TRUE,TRUE
Jaguarundi,Herpailurus yagouaroundi,,Puma yagouaroundi,CARNIVORA,FELIDAE,United States?|Mexico|Guatemala|El Salvador|Belize|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina|Uruguay?,Yes,Yes,Yes,69,242,,,"Listed as ""Puma yagouaroundi""","Listed as ""Herpailurus yagouaroundi"" in iNat",,1,NA,TRUE
Ocelot,Leopardus pardalis,,,CARNIVORA,FELIDAE,United States|Mexico|Guatemala|Belize|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina,Yes,Yes,Yes,112,824,,,,,,1,NA,TRUE
Margay,Leopardus wiedii,,,CARNIVORA,FELIDAE,United States?|Mexico|Guatemala|Belize|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Bolivia|Brazil|Paraguay|Uruguay|Argentina,Yes,Yes,Yes,56,212,,,,,,NA,TRUE,TRUE
North American River Otter,Lontra canadensis,River Otter,,CARNIVORA,MUSTELIDAE,Alaska|Canada|United States|Mexico?,Yes,Yes,Yes,1376,11289,,,,,,1,NA,TRUE
Greater Grison,Galictis vittata,,,CARNIVORA,MUSTELIDAE,Mexico|Belize|Guatemala|Honduras|El Salvador?|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia,No,Yes,,14,126,,,,,,NA,TRUE,TRUE
Canadian Lynx,Lynx canadensis,,,CARNIVORA,FELIDAE,Alaska|Canada|United States,Yes,Yes,Yes,5116,631,,,,,,2,NA,TRUE
Bobcat,Lynx rufus,Red Lynx|Bay Lynx|Cat Lynx,,CARNIVORA,FELIDAE,Canada|United States|Mexico,Yes,Yes,Yes,5468,17343,,,,,,2,NA,TRUE
Neotropical Otter,Lontra longicaudis,,,CARNIVORA,MUSTELIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Uruguay|Argentina,No,Yes,,23,370,,,,,,NA,NA,TRUE
Beringian Ermine,Mustela erminea,Stoat|Short-tailed Weasel,,CARNIVORA,MUSTELIDAE,Canada|Alaska|Ireland|United Kingdom|Portugal|Spain|France|Belgium|Luxembourg|Netherlands|Germany|Denmark|Switzerland|Liechtenstein|Italy|Austria|Czech Republic|Slovakia|Poland|Hungary|Slovenia|Croatia|Bosnia & Herzegovina|Serbia|Romania|Moldova|Ukraine|Belarus|Lithuania|Latvia|Estonia|Norway|Sweden|Finland|Russia|Kazakhstan|Uzbekistan|Kyrgyzstan|Tajikistan|Afghanistan|Pakistan|India|Mongolia|Japan,No,Yes,,1269,84,,,,,,3,TRUE,TRUE
Haida Ermine,Mustela haidarum,,,CARNIVORA,MUSTELIDAE,Alaska|Canada,No,Yes,,0,4,,,,,,NA,NA,TRUE
American Marten,Martes americana,American Pine Marten,,CARNIVORA,MUSTELIDAE,Alaska|Canada|United States,Yes,Yes,Yes,7179,715,,,,,,2,NA,TRUE
Pacific Marten,Martes caurina,,Mustela caurina,CARNIVORA,MUSTELIDAE,Alaska|Canada|United States,Yes,Yes,Yes,349,492,,,,,"Listed as American marten - ""Martes americana""",NA,NA,TRUE
Hooded Skunk,Mephitis macroura,,,CARNIVORA,MEPHITIDAE,United States|Mexico|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica,Yes,Yes,Yes,297,789,,,,,,3,TRUE,TRUE
Striped Skunk,Mephitis mephitis,,,CARNIVORA,MEPHITIDAE,Canada|United States|Mexico,Yes,Yes,Yes,2529,15156,,,,,,3,TRUE,TRUE
Black-footed Ferret,Mustela nigripes,,,CARNIVORA,MUSTELIDAE,United States,Yes,Yes,Yes,117,50,,,,,,1,NA,TRUE
Least Weasel,Mustela nivalis,Weasel,,CARNIVORA,MUSTELIDAE,United States|Canada|Alaska|Morocco|Algeria|Tunisia|Portugal|Spain|France|United Kingdom|Luxembourg|Belgium|Netherlands|Germany|Denmark|Switzerland|Liechtenstein|Italy|Austria|Czech Republic|Poland|Slovakia|Hungary|Slovenia|Croatia|Bosnia & Herzegovina|Serbia|Kosovo|Montenegro|Albania|North Macedonia|Greece|Bulgaria|Romania|Moldova|Ukraine|Belarus|Lithuania|Latvia|Estonia|Norway|Sweden|Finland|Georgia|Armenia|Azerbaijan|Turkey|Syria|Lebanon|Egypt|Iraq|Iran|Kazakhstan|Uzbekistan|Turkmenistan|Kyrgyzstan|Tajikistan|Afghanistan|China|Mongolia|North Korea|South Korea|Japan|Taiwan|Vietnam,Yes,Yes,Yes,393,71,,,,,,2,NA,TRUE
Cacomistle,Bassariscus sumichrasti,,,CARNIVORA,PROCYONIDAE,Mexico|Guatemala|Belize|El Salvador|Honduras|Nicaragua|Costa Rica|Panama,No,Yes,,35,57,,,,,,NA,TRUE,TRUE
American Ermine,Mustela richardsonii,Stoat,Mustela erminea,CARNIVORA,MUSTELIDAE,Greenland|United States|Canada|Alaska,Yes,Yes,Yes,3043,1060,,,"Listed as ""Mustela erminea""",Lists both 'richardsonii' and 'erminea',"Listed as ""Mustela erminea""",3,TRUE,TRUE
Kinkajou,Potos flavus,,,CARNIVORA,PROCYONIDAE,Mexico|Guatemala|Belize|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia,No,Yes,,107,356,,,,,,NA,TRUE,TRUE
White-nosed Coati,Nasua narica,Coatimundi,,CARNIVORA,PROCYONIDAE,United States|Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia,Yes,Yes,Yes,427,8482,,,,,,1,NA,TRUE
Cozumel Raccoon,Procyon pygmaeus,Pygmy Raccoon,,CARNIVORA,PROCYONIDAE,Mexico,No,Yes,,0,146,,,,,,NA,TRUE,TRUE
Long-tailed Weasel,Neogale frenata,,Mustela frenata,CARNIVORA,MUSTELIDAE,Canada|United States|Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Ecuador|Peru|Brazil|Bolivia,Yes,Yes,Yes,2119,2055,,,"Listed as ""Mustela frenata""",,"Listed as ""Mustela frenata""",3,TRUE,TRUE
American Mink,Neogale vison,,"Mustela vison, Neovison vison",CARNIVORA,MUSTELIDAE,Alaska|Canada|United States,Yes,Yes,Yes,3917,6642,,,"Listed as ""Mustela vison""",,"Listed as ""Neovison vison""",2,NA,TRUE
Polar Bear,Ursus maritimus,White Bear|Nanook|Iceland,,CARNIVORA,URSIDAE,Canada|Alaska|Greenland|Norway|Russia|Iceland?,No,Yes,,73,673,,,,,,1,NA,TRUE
Jaguar,Panthera onca,,,CARNIVORA,FELIDAE,United States|Mexico|Guatemala|Belize|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina,Yes,Yes,Yes,171,967,,,,,,1,NA,TRUE
Fisher,Pekania pennanti,Pennant Marten,Martes pennanti,CARNIVORA,MUSTELIDAE,Canada|Alaska|United States,Yes,Yes,Yes,1452,1727,,,,,"Listed as ""Pekania pennanti"" AND ""Martes Pennanti"" AND ""Martes pennanti""",2,NA,TRUE
Northern Raccoon,Procyon lotor,Common Raccoon,,CARNIVORA,PROCYONIDAE,Canada|United States|Mexico|Guatemala|Belize|Honduras|El Salvador|Nicaragua|Costa Rica|Panama,Yes,Yes,Yes,3226,58858,,,,,,1,NA,TRUE
Puma,Puma concolor,Cougar|Mountain Lion|Catamount|Panther|Florida Panther,,CARNIVORA,FELIDAE,Canada|United States|Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Uruguay?|Chile|Argentina,Yes,Yes,Yes,1592,3740,,,,,,1,NA,TRUE
Western Spotted Skunk,Spilogale gracilis,,,CARNIVORA,MEPHITIDAE,Canada|United States|Mexico,Yes,Yes,Yes,843,428,,,,,,3,TRUE,TRUE
Plains Spotted Skunk,Spilogale interrupta,,,CARNIVORA,MEPHITIDAE,Canada|United States|Mexico,Yes,Yes,Yes,0,0,,,,,,NA,NA,TRUE
Arctic Fox,Vulpes lagopus,Polar Fox,,CARNIVORA,CANIDAE,Norway|Sweden|Finland|Russia|Iceland|Greenland|Canada|Alaska,No,Yes,,333,351,,,,,,1,NA,TRUE
Desert Spotted Skunk,Spilogale leucoparia,,,CARNIVORA,MEPHITIDAE,United States|Mexico,Yes,Yes,Yes,0,0,,,,,,NA,NA,TRUE
Alleghanian Spotted Skunk,Spilogale putorius,Eastern Spotted Skunk,,CARNIVORA,MEPHITIDAE,United States,Yes,Yes,Yes,548,156,,,,,,3,TRUE,TRUE
American Badger,Taxidea taxus,,,CARNIVORA,MUSTELIDAE,Canada|United States|Mexico,Yes,Yes,Yes,1352,2173,,,,,,1,NA,TRUE
Northern Gray Fox,Urocyon cinereoargenteus,Tree Fox,,CARNIVORA,CANIDAE,Canada|United States|Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela,Yes,Yes,Yes,1870,13949,,,,,,4,FALSE,TRUE
Island Fox,Urocyon littoralis,Island Gray Fox|Channel Islands Fox,,CARNIVORA,CANIDAE,United States,Yes,Yes,Yes,180,0,,,,,,4,FALSE,TRUE
American Black Bear,Ursus americanus,,,CARNIVORA,URSIDAE,Alaska|Canada|United States|Mexico,Yes,Yes,Yes,2471,24822,,,,,,2,NA,TRUE
Brown Bear,Ursus arctos,Grizzly Bear|Kodiak Bear,,CARNIVORA,URSIDAE,Afghanistan|Albania|Armenia|Azerbaijan|Belarus|Bosnia & Herzegovina|Bulgaria|Canada|China|Croatia|Estonia|Finland|France|Georgia|Greece|India|Iran|Iraq|Italy|Japan|Kazakhstan|North Korea|Kyrgyzstan|Latvia|Mongolia|Montenegro|Nepal|North Macedonia|Norway|Pakistan|Poland|Romania|Russia|Serbia|Kosovo|Slovakia|Slovenia|Spain|Sweden|Tajikistan|Turkey|Ukraine|United States|Uzbekistan|Lebanon|Syria|Bhutan?|Austria?|Czech Republic?|Switzerland?|Turkmenistan?,Yes,Yes,Yes,1755,3830,,,,,,2,NA,TRUE
Kit Fox,Vulpes macrotis,Desert Fox,,CARNIVORA,CANIDAE,United States|Mexico,Yes,Yes,Yes,1295,429,,,,,,3,TRUE,TRUE
Swift Fox,Vulpes velox,,,CARNIVORA,CANIDAE,Canada|United States,Yes,Yes,Yes,724,136,,,,,,3,TRUE,TRUE
Red Fox,Vulpes vulpes,Silver Fox|Cross Fox,,CARNIVORA,CANIDAE,Morocco|Algeria|Tunisia|Libya|Egypt|Ireland|United Kingdom|Portugal|Spain|France|Luxembourg|Netherlands|Belgium|Germany|Denmark|Switzerland|Liechtenstein|Italy|Austria|Czech Republic|Poland|Slovakia|Hungary|Slovenia|Croatia|Bosnia & Herzegovina|Serbia|Kosovo|Albania|Montenegro|North Macedonia|Greece|Bulgaria|Romania|Moldova|Ukraine|Belarus|Lithuania|Latvia|Estonia|Norway|Sweden|Finland|Russia|Georgia|Armenia|Azerbaijan|Turkey|Syria|Lebanon|Israel|Palestine|Jordan|Saudi Arabia|Oman|Yemen|United Arab Emirates|Qatar|Iraq|Kuwait|Iran|Turkmenistan|Uzbekistan|Kazakhstan|Kyrgyzstan|Tajikistan|Afghanistan|Pakistan|Mongolia|China|North Korea|South Korea|Japan|India|Nepal|Bhutan|Bangladesh|Myanmar|Alaska|Canada|Greenland|United States,Yes,Yes,Yes,2565,23649,,,,,,2,NA,TRUE
Thomas's Sac-winged Bat,Balantiopteryx io,Least Sac-winged Bat,,CHIROPTERA,EMBALLONURIDAE,Mexico|Guatemala|Belize,,No,,,,,,,,,NA,NA,FALSE
Gray Sac-winged Bat,Balantiopteryx plicata,Peters's Sac-winged Bat,,CHIROPTERA,EMBALLONURIDAE,Mexico|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica,,No,,,,,,,,,NA,NA,FALSE
Thomas's Shaggy Bat,Centronycteris centralis,,,CHIROPTERA,EMBALLONURIDAE,Mexico|Belize|Guatemala|Honduras|Nicaragua|Costa Rica|Panama|Venezuela|Colombia|Ecuador|Peru|Brazil|Bolivia,,No,,,,,,,,,NA,NA,FALSE
Northern Ghost Bat,Diclidurus albus,White Ghost Bat,,CHIROPTERA,EMBALLONURIDAE,Mexico|Guatemala|Belize|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay,,No,,,,,,,,,NA,NA,FALSE
Greater Dog-like Bat,Peropteryx kappleri,,,CHIROPTERA,EMBALLONURIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia,,No,,,,,,,,,NA,NA,FALSE
Lesser Dog-like Bat,Peropteryx macrotis,,,CHIROPTERA,EMBALLONURIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay,,No,,,,,,,,,NA,NA,FALSE
Proboscis Bat,Rhynchonycteris naso,Brazilian Long-nosed Bat|Long-nosed Proboscis Bat|River Bat|Sharp-nosed Bat,,CHIROPTERA,EMBALLONURIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia,,No,,,,,,,,,NA,NA,FALSE
Greater Sac-winged Bat,Saccopteryx bilineata,Greater White-lined Bat,,CHIROPTERA,EMBALLONURIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia,,No,,,,,,,,,NA,NA,FALSE
Lesser Sac-winged Bat,Saccopteryx leptura,Brown White-lined Bat|Lesser White-lined Bat,,CHIROPTERA,EMBALLONURIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia,,No,,,,,,,,,NA,NA,FALSE
Peters's Ghost-faced Bat,Mormoops megalophylla,Leaf-chinned Bat|Old-man Bat,,CHIROPTERA,MORMOOPIDAE,United States|Mexico|Belize|Honduras|Guatemala|El Salvador|Nicaragua|Colombia|Ecuador|Peru|Venezuela|Trinidad & Tobago|Aruba|Bonaire|CuraÃ§ao,,No,,,,,,,,,NA,NA,FALSE
Thomas's Naked-backed Bat,Pteronotus fulvus,,,CHIROPTERA,MORMOOPIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras,,No,,,,,,,,,NA,NA,FALSE
Big Naked-backed Bat,Pteronotus gymnonotus,,,CHIROPTERA,MORMOOPIDAE,Mexico|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Brazil|Ecuador?|Peru|Bolivia,,No,,,,,,,,,NA,NA,FALSE
Mesoamerican Common Mustached Bat,Pteronotus mesoamericanus,Mesoamerican Mustached Bat|Smith's Common Mustached Bat,,CHIROPTERA,MORMOOPIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama,,No,,,,,,,,,NA,NA,FALSE
Mexican Common Mustached Bat,Pteronotus mexicanus,Mexican Mustached Bat,,CHIROPTERA,MORMOOPIDAE,Mexico,,No,,,,,,,,,NA,NA,FALSE
Dobson's Lesser Mustached Bat,Pteronotus psilotis,Dobson's Mustached Bat,,CHIROPTERA,MORMOOPIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras,,No,,,,,,,,,NA,NA,FALSE
Lesser Bulldog Bat,Noctilio albiventris,,,CHIROPTERA,NOCTILIONIDAE,Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Ecuador|Venezuela|Guyana|Suriname|French Guiana|Peru|Brazil|Bolivia|Paraguay|Argentina,,No,,,,,,,,,NA,NA,FALSE
Greater Bulldog Bat,Noctilio leporinus,Fisherman Bat,,CHIROPTERA,NOCTILIONIDAE,Anguilla|Antigua & Barbuda|Aruba|Bahamas|Barbados|Cuba|Dominica|Dominican Republic|Haiti|Grenada|Guadeloupe|Jamaica|Martinique|Montserrat|Puerto Rico|Saint Kitts & Nevis|Saint Lucia|Saint Martin|Saint Vincent & the Grenadines|Trinidad & Tobago|United States Virgin Islands|British Virgin Islands|Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina,,No,,,,,,,,,NA,NA,FALSE
Seba's Short-tailed Bat,Carollia perspicillata,Common Short-tailed Bat,,CHIROPTERA,PHYLLOSTOMIDAE,Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Grenada?|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina,,No,,,,,,,,,NA,NA,FALSE
Sowell's Short-tailed Bat,Carollia sowelli,,,CHIROPTERA,PHYLLOSTOMIDAE,Mexico|Belize|Guatemala|Honduras|El Salvador|Nicaragua|Costa Rica|Panama,,No,,,,,,,,,NA,NA,FALSE
Gray Short-tailed Bat,Carollia subrufa,Hahn's Short-tailed Bat,,CHIROPTERA,PHYLLOSTOMIDAE,Mexico|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica,,No,,,,,,,,,NA,NA,FALSE
Common Vampire Bat,Desmodus rotundus,,,CHIROPTERA,PHYLLOSTOMIDAE,Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Uruguay|Argentina|Chile,,No,,,,,,,,,NA,NA,FALSE
White-winged Vampire Bat,Diaemus youngii,,,CHIROPTERA,PHYLLOSTOMIDAE,Mexico|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Trinidad & Tobago|Guyana|Suriname|French Guiana|Ecuador|Peru|Brazil|Bolivia|Paraguay|Argentina,,No,,,,,,,,,NA,NA,FALSE
Hairy-legged Vampire Bat,Diphylla ecaudata,,,CHIROPTERA,PHYLLOSTOMIDAE,United States?|Mexico|Belize|Guatemala|El Salvador|Honduras|Nicaragua|Costa Rica|Panama|Colombia|Venezuela|Ecuador|Peru|Bolivia|Brazil,,No,,,,,,,,,NA,NA,FALSE
